wall.png;216;360
wall.png;216;376
wall.png;216;392
wall.png;232;344
wall.png;248;344
wall.png;264;344
wall_up.png;8;352
wall_up.png;8;200
wall_up.png;24;352
wall_up.png;24;200
wall_up.png;40;352
wall_up.png;40;200
wall_up.png;56;352
wall_up.png;56;200
wall_up.png;72;352
wall_up.png;72;200
wall_up.png;440;352
wall_up.png;440;200
wall_up.png;424;352
wall_up.png;424;200
wall_up.png;408;352
wall_up.png;408;200
wall_up.png;392;352
wall_up.png;392;200
wall_up.png;376;352
wall_up.png;376;200
wall_up.png;360;352
wall_up.png;360;200
wall_right.png;360;336
wall_right.png;80;336
wall_right.png;360;320
wall_right.png;80;320
wall_right.png;360;304
wall_right.png;80;304
wall_right.png;360;208
wall_right.png;80;208
wall_right.png;360;224
wall_right.png;80;224
wall_right.png;360;240
wall_right.png;80;240
wall_up.png;-8;256
wall_up.png;-8;296
wall_up.png;8;256
wall_up.png;8;296
wall_up.png;24;256
wall_up.png;24;296
wall_up.png;40;256
wall_up.png;40;296
wall_up.png;56;256
wall_up.png;56;296
wall_up.png;72;256
wall_up.png;72;296
wall_up.png;456;256
wall_up.png;456;296
wall_up.png;440;256
wall_up.png;440;296
wall_up.png;424;256
wall_up.png;424;296
wall_up.png;408;256
wall_up.png;408;296
wall_up.png;392;256
wall_up.png;392;296
wall_up.png;376;256
wall_up.png;376;296
wall_up.png;360;256
wall_up.png;360;296
wall.png;312;344
wall.png;120;344
wall.png;312;328
wall.png;120;328
wall.png;312;312
wall.png;120;312
wall.png;312;296
wall.png;120;296
wall_up.png;176;304
wall_up.png;176;248
wall_up.png;192;304
wall_up.png;192;248
wall_up.png;208;304
wall_up.png;224;304
wall_up.png;240;304
wall_up.png;240;248
wall_up.png;256;304
wall_up.png;256;248
wall_right.png;168;248
wall_right.png;272;248
wall_right.png;168;264
wall_right.png;272;264
wall_right.png;168;280
wall_right.png;272;280
wall_right.png;168;296
wall_right.png;272;296
wall.png;120;152
wall.png;120;168
wall.png;120;184
wall.png;120;200
wall.png;136;200
wall.png;152;200
wall.png;168;200
wall.png;120;216
wall.png;120;232
wall.png;120;248
wall.png;312;152
wall.png;312;168
wall.png;312;184
wall.png;312;200
wall.png;296;200
wall.png;280;200
wall.png;264;200
wall.png;312;216
wall.png;312;232
wall.png;312;248
wall.png;168;152
wall.png;184;152
wall.png;200;152
wall.png;216;152
wall.png;216;152
wall.png;216;168
wall.png;216;184
wall.png;216;200
wall.png;232;152
wall.png;248;152
wall.png;264;152
wall.png;216;56
wall.png;216;72
wall.png;216;88
wall.png;216;104
wall.png;40;152
wall.png;56;152
wall.png;72;152
wall.png;360;152
wall.png;376;152
wall.png;392;152
wall.png;40;88
wall.png;40;104
wall.png;56;88
wall.png;56;104
wall.png;72;88
wall.png;72;104
wall.png;360;88
wall.png;360;104
wall.png;376;88
wall.png;376;104
wall.png;392;88
wall.png;392;104
wall.png;120;88
wall.png;120;104
wall.png;136;88
wall.png;136;104
wall.png;152;88
wall.png;152;104
wall.png;168;88
wall.png;168;104
wall.png;264;88
wall.png;264;104
wall.png;280;88
wall.png;280;104
wall.png;296;88
wall.png;296;104
wall.png;312;88
wall.png;312;104
